setting initial condition
minimizing
NVT equilibration
start simulation
  0%|          | 0/5000 [00:00<?, ?it/s]#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
10.0%	50000	-35133.89628320426	297.6488890134106	1.0535271557301407	242	5:21
  5%|▌         | 251/5000 [00:18<05:18, 14.90it/s]10.0%	50100	-34996.45866417565	304.317293380985	1.060936194485668	242	5:20
10.0%	50200	-34909.60898104907	300.3713548971541	1.0617513859816154	242	5:21
  5%|▌         | 253/5000 [00:18<05:33, 14.24it/s]10.1%	50300	-34960.96167937448	301.07755394406837	1.061675992892257	242	5:21
10.1%	50400	-35042.04572941674	302.39464576642024	1.0622722115994043	242	5:21
  5%|▌         | 255/5000 [00:18<05:37, 14.05it/s]10.1%	50500	-34908.685136500775	290.30021772762115	1.0619055835051516	242	5:20
10.1%	50600	-34946.20845670503	297.421426987342	1.0626982285887574	242	5:20
  5%|▌         | 257/5000 [00:18<05:24, 14.63it/s]10.1%	50700	-35228.708766793075	297.29076417782306	1.064818982343405	242	5:20
10.2%	50800	-35016.0624879121	306.21018211687664	1.0638729502202036	242	5:20
  5%|▌         | 259/5000 [00:18<05:29, 14.39it/s]10.2%	50900	-35043.02058858346	295.91094507697244	1.0647231051489807	242	5:21
10.2%	51000	-35327.27727212888	297.9509600416104	1.0608287278799888	242	5:21
  5%|▌         | 261/5000 [00:18<05:57, 13.24it/s]10.2%	51100	-35331.99472496804	308.7222438485015	1.0624020195017578	242	5:20
10.2%	51200	-35097.39720336633	300.6790643155338	1.0625358682165904	242	5:20
  5%|▌         | 263/5000 [00:18<05:40, 13.91it/s]10.3%	51300	-35220.75858484107	300.9047115641193	1.0623820876671037	242	5:20
10.3%	51400	-35277.35480152554	302.28853838895384	1.059234063142536	242	5:20
  5%|▌         | 265/5000 [00:19<05:54, 13.35it/s]10.3%	51500	-35233.80792652554	296.5833420068516	1.059234063142536	241	5:21
10.3%	51600	-35166.88206504032	300.7664749306677	1.057424670840127	241	5:20
  5%|▌         | 267/5000 [00:19<05:54, 13.36it/s]10.3%	51700	-34923.166706672084	291.01923789021674	1.0564043430683174	242	5:20
10.4%	51800	-35128.440144172084	297.3888107830188	1.0564043430683174	242	5:20
  5%|▌         | 269/5000 [00:19<05:35, 14.09it/s]10.4%	51900	-35371.20761800662	290.59221159071785	1.0619830072508776	242	5:20
10.4%	52000	-35022.046601959126	290.6263009525307	1.061399875926639	242	5:19
  5%|▌         | 271/5000 [00:19<05:22, 14.64it/s]10.4%	52100	-34924.22579107233	298.81187257939376	1.0612178104506047	242	5:19
10.4%	52200	-35157.483952287585	311.04927603164015	1.0574283378899807	242	5:19
  5%|▌         | 273/5000 [00:19<05:33, 14.19it/s]10.5%	52300	-34850.18572009858	295.4970899767052	1.0515905688449212	242	5:19
10.5%	52400	-34838.83125435532	297.3673261281287	1.0556158521742114	242	5:19
  6%|▌         | 275/5000 [00:19<05:41, 13.82it/s]10.5%	52500	-34814.14833651838	294.59892086336515	1.0509919953251912	242	5:20
10.5%	52600	-34763.59535833131	292.22572367075935	1.0413072241559005	242	5:19
  6%|▌         | 277/5000 [00:19<05:46, 13.63it/s]10.5%	52700	-34820.17348333131	305.20332189947004	1.0413072241559005	242	5:19
10.6%	52800	-34604.1732012991	295.6875429422288	1.044479917799782	242	5:19
  6%|▌         | 279/5000 [00:20<05:30, 14.29it/s]10.6%	52900	-34888.97116142293	294.14215403947924	1.0521672103886335	242	5:19
10.6%	53000	-35176.60243536334	311.7519737838425	1.0531202442307703	242	5:19
  6%|▌         | 281/5000 [00:20<05:18, 14.81it/s]10.6%	53100	-34956.34462286334	300.11387116114633	1.0531202442307703	242	5:19
10.6%	53200	-35000.533793980576	300.7028032285064	1.0561385551750266	242	5:19
  6%|▌         | 283/5000 [00:20<05:28, 14.34it/s]10.7%	53300	-35199.604106480576	307.84566074076446	1.0561385551750266	242	5:18
10.7%	53400	-35125.148690159695	295.8620185668212	1.0614940309867769	242	5:18
  6%|▌         | 285/5000 [00:20<05:16, 14.89it/s]10.7%	53500	-35100.66831578579	304.72330051064495	1.0539523855900346	242	5:18
10.7%	53600	-34965.79331578579	306.75583523210486	1.0539523855900346	242	5:18
  6%|▌         | 287/5000 [00:20<05:26, 14.43it/s]10.7%	53700	-34888.79331578579	294.1433171679391	1.0539523855900346	242	5:18
10.8%	53800	-34943.65269078579	304.51909817069395	1.0539523855900346	242	5:18
  6%|▌         | 289/5000 [00:20<05:48, 13.51it/s]10.8%	53900	-34852.13863788321	302.02688971915956	1.0519411043392366	242	5:18
10.8%	54000	-34783.01622315016	295.3997421598189	1.0541757682843043	242	5:18
  6%|▌         | 291/5000 [00:20<05:31, 14.20it/s]10.8%	54100	-34956.28397705688	299.2481589115048	1.0587871877705783	242	5:18
10.8%	54200	-35130.64335205688	300.7089081071143	1.0587871877705783	242	5:18
  6%|▌         | 293/5000 [00:21<05:54, 13.27it/s]10.9%	54300	-35117.104266471986	288.8866943799708	1.0539348907198727	242	5:18
10.9%	54400	-35056.143328971986	296.35414472013724	1.0539348907198727	242	5:18
  6%|▌         | 295/5000 [00:21<05:36, 13.97it/s]10.9%	54500	-34999.666766471986	297.7627544049479	1.0539348907198727	242	5:18
10.9%	54600	-35039.85129875364	305.78125268141025	1.054254254581891	242	5:18
  6%|▌         | 297/5000 [00:21<05:43, 13.70it/s]10.9%	54700	-34770.27506647288	295.96529928012336	1.0532170010717048	242	5:18
11.0%	54800	-35311.07948544444	310.318906279846	1.0532139688455033	242	5:18
  6%|▌         | 299/5000 [00:21<05:47, 13.53it/s]11.0%	54900	-35229.99354794444	302.9306216182446	1.0532139688455033	242	5:18
11.0%	55000	-35177.1279497357	301.9816535775244	1.0584368268895834	241	5:18
  6%|▌         | 301/5000 [00:21<06:10, 12.67it/s]11.0%	55100	-35264.24199970416	301.5910964999255	1.0656353429878365	241	5:18
11.0%	55200	-35223.932097849174	304.0383821255316	1.0690169973134964	241	5:18
  6%|▌         | 303/5000 [00:21<05:47, 13.52it/s]11.1%	55300	-35064.30930886441	291.74770956716975	1.0641899277482496	242	5:18
11.1%	55400	-34591.47327835718	299.26404188733716	1.0618951875865874	242	5:17
  6%|▌         | 305/5000 [00:21<05:30, 14.21it/s]11.1%	55500	-35116.46268988287	301.0206290554667	1.0650397196066732	242	5:18
11.1%	55600	-34950.99393988287	295.8073078919264	1.0650397196066732	242	5:17
  6%|▌         | 307/5000 [00:22<05:36, 13.93it/s]11.1%	55700	-34868.91376404793	300.5410140921618	1.0692510660271697	241	5:18
11.2%	55800	-35007.68069087929	297.321265022465	1.0645019487900713	241	5:18
  6%|▌         | 309/5000 [00:22<06:09, 12.70it/s]11.2%	55900	-35306.99319087929	304.3157544651444	1.0645019487900713	241	5:18
11.2%	56000	-34908.357031752064	297.8777785277566	1.0640230644193944	241	5:18
  6%|▌         | 311/5000 [00:22<06:23, 12.23it/s]11.2%	56100	-34748.431909145875	295.4705946014791	1.0565760095834564	241	5:18
11.2%	56200	-34821.38005066308	293.8869374319233	1.0535202953680043	241	5:18
  6%|▋         | 313/5000 [00:22<05:55, 13.19it/s]11.3%	56300	-34841.98161316308	300.99280734163585	1.0535202953680043	241	5:18
11.3%	56400	-34744.20602831902	311.54889334243654	1.060906430361252	241	5:18
  6%|▋         | 315/5000 [00:22<06:12, 12.56it/s]11.3%	56500	-34648.2818698732	299.8168161696667	1.0539995758949292	241	5:18
11.3%	56600	-34845.686719676916	308.98127775633066	1.0539837648616925	241	5:18
  6%|▋         | 317/5000 [00:22<06:07, 12.75it/s]11.3%	56700	-35111.27235046713	302.6736074876927	1.054597833393649	241	5:18
11.4%	56800	-34823.10828796713	297.43263991473106	1.054597833393649	241	5:18
  6%|▋         | 319/5000 [00:23<05:46, 13.51it/s]11.4%	56900	-34827.13171424443	291.2540193865374	1.0455993846611396	241	5:18
11.4%	57000	-34832.96765174443	299.035255313423	1.0455993846611396	241	5:17
  6%|▋         | 321/5000 [00:23<05:31, 14.12it/s]11.4%	57100	-34955.6677559462	291.6238366270172	1.050417310146819	241	5:17
11.4%	57200	-34793.4333809462	294.4003866835248	1.050417310146819	241	5:17
  6%|▋         | 323/5000 [00:23<05:19, 14.65it/s]11.5%	57300	-34948.25784575791	300.363681556778	1.0463179124701354	241	5:17
11.5%	57400	-34964.21097075791	300.74783227776055	1.0463179124701354	241	5:16
  6%|▋         | 325/5000 [00:23<05:08, 15.13it/s]11.5%	57500	-34949.66094766848	305.75727394261185	1.0452237380887508	241	5:17
11.5%	57600	-34973.9532645678	311.71451511112434	1.0469366448252297	241	5:16
  7%|▋         | 327/5000 [00:23<05:20, 14.59it/s]11.5%	57700	-35070.8438895678	294.94888381306953	1.0469366448252297	241	5:17
11.6%	57800	-34892.46343755949	294.0496369716921	1.0475808314278827	241	5:16
  7%|▋         | 329/5000 [00:23<05:34, 13.96it/s]11.6%	57900	-35071.02638074552	303.1304322167725	1.0475858358896526	241	5:16
11.6%	58000	-34909.99513074552	302.7349709208483	1.0475858358896526	241	5:16
  7%|▋         | 331/5000 [00:23<05:39, 13.76it/s]11.6%	58100	-34951.26075574552	300.24040320138363	1.0475858358896526	241	5:16
11.6%	58200	-34825.957399194565	306.0638269496878	1.0409844517429054	241	5:16
  7%|▋         | 333/5000 [00:23<05:42, 13.63it/s]11.7%	58300	-34758.301149194565	302.15834831375446	1.0409844517429054	241	5:16
11.7%	58400	-34692.17312101941	302.0141485443502	1.0411266952392242	241	5:16
  7%|▋         | 335/5000 [00:24<05:40, 13.70it/s]11.7%	58500	-34824.55066977083	300.4152922157685	1.0378031597294084	241	5:16
11.7%	58600	-34975.77868287574	303.3000266148525	1.0437302024713424	241	5:16
  7%|▋         | 337/5000 [00:24<05:25, 14.34it/s]11.7%	58700	-35019.03870190412	293.9423537090086	1.0458723708526727	241	5:16
11.8%	58800	-34783.89807690412	300.33822415978557	1.0458723708526727	241	5:15
  7%|▋         | 339/5000 [00:24<05:13, 14.85it/s]11.8%	58900	-34744.8862403112	300.338501561131	1.041592426274247	241	5:15
11.8%	59000	-34857.348157978675	305.0092288524915	1.0516604424609906	241	5:15
  7%|▋         | 341/5000 [00:24<05:27, 14.22it/s]11.8%	59100	-34800.059095478675	296.90316699881834	1.0516604424609906	241	5:15
11.8%	59200	-34740.934095478675	292.3099308372246	1.0516604424609906	241	5:15
  7%|▋         | 343/5000 [00:24<05:16, 14.73it/s]11.9%	59300	-34808.01760068294	300.97040085687996	1.0459869709841814	241	5:15
11.9%	59400	-34865.3466539706	299.03836428465297	1.0469678604944475	241	5:15
  7%|▋         | 345/5000 [00:24<05:21, 14.47it/s]11.9%	59500	-35312.21599862963	297.43182912026725	1.049991659828494	241	5:15
11.9%	59600	-35094.9598909746	293.7738855984225	1.0499226921151186	241	5:15
  7%|▋         | 347/5000 [00:24<05:31, 14.03it/s]11.9%	59700	-35144.10831891661	306.71005965658924	1.0446294535946385	241	5:15
12.0%	59800	-34924.242619878525	306.31198546922786	1.0409410699104047	241	5:15
  7%|▋         | 349/5000 [00:25<05:19, 14.55it/s]12.0%	59900	-34830.68643932638	291.135878156804	1.0415417422500521	242	5:14
12.0%	60000	-34835.71256459149	317.2775513202933	1.040425247564407	241	5:14
  7%|▋         | 351/5000 [00:25<05:25, 14.26it/s]12.0%	60100	-35058.15241124388	301.81716484218595	1.047068159230422	241	5:14
12.0%	60200	-35158.43366124388	299.7181719174391	1.047068159230422	241	5:14
  7%|▋         | 353/5000 [00:25<05:24, 14.32it/s]12.1%	60300	-35184.96491124388	313.7331550749066	1.047068159230422	242	5:14
12.1%	60400	-35013.70709874388	295.4773479876973	1.047068159230422	242	5:14
  7%|▋         | 355/5000 [00:25<05:12, 14.87it/s]12.1%	60500	-35101.23341258976	301.0929597142495	1.0448951678825544	241	5:14
12.1%	60600	-34991.145081661816	290.8747890174616	1.0471618311887074	241	5:14
  7%|▋         | 357/5000 [00:25<05:52, 13.18it/s]12.1%	60700	-34857.390535982326	302.16102534977665	1.0460518752033192	241	5:14
12.2%	60800	-34995.54034016986	298.05542373779406	1.0475670281895115	241	5:14
  7%|▋         | 359/5000 [00:25<05:33, 13.93it/s]12.2%	60900	-35119.95654404382	301.3748864860017	1.045738612902857	241	5:14
12.2%	61000	-34630.44091904382	296.9222250494529	1.045738612902857	241	5:14
  7%|▋         | 361/5000 [00:25<05:36, 13.77it/s]12.2%	61100	-34795.94091904382	307.0596793850355	1.045738612902857	241	5:14
12.2%	61200	-34825.58729642685	296.6454755503265	1.0417455020938682	242	5:13
  7%|▋         | 363/5000 [00:26<05:22, 14.40it/s]12.3%	61300	-35116.80604642685	294.2987036656666	1.0417455020938682	242	5:13
12.3%	61400	-35002.62758436616	299.41003564119234	1.0439648108490451	242	5:13
  7%|▋         | 365/5000 [00:26<05:10, 14.92it/s]12.3%	61500	-34764.389344222	289.0652640032973	1.0455973236154554	242	5:13
12.3%	61600	-34928.94002759509	296.55996050509236	1.0393767899435282	242	5:13
  7%|▋         | 367/5000 [00:26<05:22, 14.38it/s]12.3%	61700	-34861.11767286618	303.67603283040916	1.0376775710494652	242	5:13
12.4%	61800	-34973.47300653564	295.6552387421383	1.03886700010168	241	5:13
  7%|▋         | 369/5000 [00:26<05:47, 13.32it/s]12.4%	61900	-34985.55472765979	293.40439406746833	1.0440243004834002	241	5:13
12.4%	62000	-35317.56273212918	304.27570405393914	1.0509957568164168	241	5:14
  7%|▋         | 371/5000 [00:26<06:06, 12.62it/s]12.4%	62100	-34882.62635971661	293.80724104239596	1.0443920763076235	241	5:13
12.4%	62200	-34752.698027379345	299.66411495783296	1.0428194396438957	241	5:13
  7%|▋         | 373/5000 [00:26<05:44, 13.44it/s]12.5%	62300	-34878.52966170502	301.21381163119526	1.041447565500186	241	5:13
12.5%	62400	-34997.76470372861	291.63255331882806	1.0345740277695359	241	5:13
  8%|▊         | 375/5000 [00:26<05:26, 14.18it/s]12.5%	62500	-34681.806003363454	302.25122790583896	1.035569696798193	241	5:13
12.5%	62600	-34976.87180588671	309.49822899783675	1.0319900163592233	242	5:12
  8%|▊         | 377/5000 [00:27<05:14, 14.71it/s]12.5%	62700	-35091.956007439876	294.60625273641483	1.0332936966745685	242	5:12
12.6%	62800	-34875.49952966187	294.59140810151985	1.032814742849655	242	5:12
  8%|▊         | 379/5000 [00:27<05:05, 15.15it/s]12.6%	62900	-35187.927147720824	294.64543113355495	1.0492000795302718	242	5:12
12.6%	63000	-35210.216210220824	300.05936810585644	1.0492000795302718	242	5:12
  8%|▊         | 381/5000 [00:27<05:20, 14.42it/s]12.6%	63100	-35201.787859634554	305.2390300759883	1.0420694496773757	241	5:12
12.6%	63200	-35244.56371322309	298.0697108891089	1.049683552692457	241	5:12
  8%|▊         | 383/5000 [00:27<05:38, 13.64it/s]12.7%	63300	-35374.10182713915	301.6892581233067	1.0522311877240604	241	5:12
12.7%	63400	-35193.816106471815	303.4602023195745	1.048210856951492	241	5:12
  8%|▊         | 385/5000 [00:27<05:40, 13.55it/s]12.7%	63500	-35064.378606471815	293.25577519572204	1.048210856951492	241	5:12
12.7%	63600	-35403.02918930689	294.4332410185341	1.0465589240799062	241	5:12
  8%|▊         | 387/5000 [00:27<05:24, 14.22it/s]12.7%	63700	-35078.81043930689	309.72565362165386	1.0465589240799062	241	5:12
12.8%	63800	-35004.096165722905	292.35816256274086	1.049432474805327	241	5:12
  8%|▊         | 389/5000 [00:27<05:43, 13.41it/s]12.8%	63900	-35072.43131911539	308.16300268257714	1.0528641555383302	241	5:12
12.8%	64000	-34847.53538502284	297.2735783859599	1.0533335182611414	241	5:12
  8%|▊         | 391/5000 [00:28<05:26, 14.11it/s]12.8%	64100	-34865.887466902466	307.03518347087453	1.0542215715338539	241	5:12
12.8%	64200	-34893.739029402466	295.58127336620163	1.0542215715338539	241	5:12
  8%|▊         | 393/5000 [00:28<05:54, 13.01it/s]12.9%	64300	-34825.82835444217	304.64624632034065	1.0559359816932268	241	5:12
12.9%	64400	-34679.24241694217	303.23740295685747	1.0559359816932268	241	5:11
  8%|▊         | 395/5000 [00:28<05:32, 13.86it/s]12.9%	64500	-34880.911960436584	294.12687790546676	1.049116803378466	241	5:12
12.9%	64600	-35114.80430428541	296.27351833247315	1.0453428023828333	241	5:11
  8%|▊         | 397/5000 [00:28<05:42, 13.43it/s]12.9%	64700	-34886.47078566006	305.7902937927044	1.0440468336961777	241	5:11
13.0%	64800	-34873.84578566006	303.75159347438006	1.0440468336961777	241	5:11
  8%|▊         | 399/5000 [00:28<05:40, 13.52it/s]13.0%	64900	-34868.39266066006	295.5799517287746	1.0440468336961777	241	5:12
13.0%	65000	-34652.678565903974	289.89357547696585	1.046040215316257	241	5:11
  8%|▊         | 401/5000 [00:28<05:43, 13.40it/s]13.0%	65100	-34687.764503403974	296.45185682352417	1.046040215316257	241	5:11
13.0%	65200	-34595.05763272781	300.9253777179901	1.0511146120015962	241	5:11
  8%|▊         | 403/5000 [00:28<05:26, 14.06it/s]13.1%	65300	-34908.51857022781	312.39603908688287	1.0511146120015962	241	5:11
13.1%	65400	-34797.94852442513	305.56726118917106	1.0564107541421799	241	5:11
  8%|▊         | 405/5000 [00:29<05:15, 14.55it/s]13.1%	65500	-34758.87266461988	294.5307625484256	1.052731141334296	241	5:11
13.1%	65600	-34915.46655228734	304.8583695107626	1.0557321365455217	242	5:10
  8%|▊         | 407/5000 [00:29<05:05, 15.01it/s]13.1%	65700	-34850.232778173784	302.3461230903787	1.0523866057212294	242	5:10
13.2%	65800	-35107.717153173784	299.50869808468235	1.0523866057212294	241	5:10
  8%|▊         | 409/5000 [00:29<05:20, 14.33it/s]13.2%	65900	-34988.607778173784	301.72572096549544	1.0523866057212294	241	5:10
13.2%	66000	-34811.772053163935	297.2269917201473	1.048242719532547	242	5:10
  8%|▊         | 411/5000 [00:29<05:10, 14.80it/s]13.2%	66100	-34593.07335144753	295.90608350223624	1.0397354395138931	242	5:10
13.2%	66200	-34502.08897644753	302.8150363660542	1.0397354395138931	241	5:10
  8%|▊         | 413/5000 [00:29<05:22, 14.23it/s]13.3%	66300	-34554.921250669984	300.3105406739083	1.0425170767222216	241	5:10
13.3%	66400	-34815.94267451824	301.0071325669436	1.0495518459981488	242	5:10
  8%|▊         | 415/5000 [00:29<05:22, 14.23it/s]13.3%	66500	-34615.92469271907	308.745933274652	1.0452025096773019	242	5:10
13.3%	66600	-34810.573297899886	303.1254288162735	1.0500564395066543	242	5:09
  8%|▊         | 417/5000 [00:29<05:10, 14.76it/s]13.3%	66700	-34517.6635022056	309.8060711735138	1.0499281826413678	242	5:09
13.4%	66800	-34680.3119397056	303.96938119384	1.0499281826413678	242	5:09
  8%|▊         | 419/5000 [00:30<05:02, 15.13it/s]13.4%	66900	-35133.040388846915	292.4590079865677	1.048802641656252	242	5:09
13.4%	67000	-34973.12258668512	320.0804045594623	1.0484957568208917	242	5:09
  8%|▊         | 421/5000 [00:30<04:56, 15.43it/s]13.4%	67100	-35177.37258668512	312.6245441779677	1.0484957568208917	242	5:09
13.4%	67200	-35067.327750354074	297.37055753871715	1.042167020785466	242	5:09
  8%|▊         | 423/5000 [00:30<05:15, 14.49it/s]13.5%	67300	-35035.66405288974	292.9682480454482	1.0509048082484957	242	5:09
13.5%	67400	-34960.46359079715	293.96900113828576	1.0456417472392416	242	5:09
  8%|▊         | 425/5000 [00:30<05:40, 13.42it/s]13.5%	67500	-34965.61384235887	298.3900010750922	1.0471619519798665	242	5:09
13.5%	67600	-35281.870494562376	306.53612501434435	1.0514715732146716	242	5:09
  9%|▊         | 427/5000 [00:30<05:41, 13.40it/s]13.5%	67700	-35021.36571494886	303.7479770214459	1.0466537842292274	242	5:09
13.6%	67800	-35079.76399290227	298.68634876921465	1.0455051376657216	242	5:09
  9%|▊         | 429/5000 [00:30<05:23, 14.12it/s]13.6%	67900	-34933.55457089562	303.51640482895704	1.0506389435399752	242	5:08
13.6%	68000	-35161.67453105113	309.17762177555625	1.0487294378489416	242	5:08
  9%|▊         | 431/5000 [00:30<05:11, 14.65it/s]13.6%	68100	-35209.00433668055	294.87689479164465	1.048571977849782	242	5:08
13.6%	68200	-35106.094514156546	299.26927842390256	1.0460615092569847	242	5:08
  9%|▊         | 433/5000 [00:31<05:22, 14.17it/s]13.7%	68300	-35039.078889156546	303.90691181369266	1.0460615092569847	242	5:08
13.7%	68400	-35067.33691134435	300.8126857839358	1.0442112813470554	242	5:08
  9%|▊         | 435/5000 [00:31<05:10, 14.71it/s]13.7%	68500	-35106.500585507485	293.1591590047857	1.0508233094817256	242	5:08
